loan_id,loan_amount_x,first_payment_date_x,principal_interest_payment,interest_rate_x,loan_term_x,next_payment_due_date,payment_periods_made,current_balance,amortized_balance,golden_sachs,storgan_manley,smells_largo,bank_of_americans,pj_logan,state_code,county,conforming_loan_limit,loan_purpose,loan_amount_y,closing_date,first_payment_date_y,maturity_date,loan_term_y,principal_interest_pmt,interest_rate_y,property_value,total_loan_costs,origition_charges,other_loan_costs,occupancy_type,total_units,income_thousands,recurring_monthly_debt,median_fico_score,credit_score_type,aus_type,umbs_code,target_profit,file_at_custodian,umbs price,trade_margin,Target Profit,Trade Premium,points_and_fees,Total Loan Revenue,Gross Profit,Profit Margin,Winning Bid,Winner,actual trade premium,days_diff,payment_status
5024516,145000,2021-10-01,621.15,0.03125,360,2021-10-01,0,145000.0,222566.19288604945,104.26375,104.26375,104.26375,104.295,104.1075,TX,Smith    ,1,4,145000,2021-09-02,2021-10-01,2051-09-01,360,619.54,3.125,217947,2699.199999999996,1203.4999999999964,1495.6999999999998,2,1,66,1265,746,0,0,2.5,7250.000000000006,2021-09-10 12:45:46.638,104.17,0.04170000000000007,7250.000000000006,6046.50000000001,1203.4999999999964,7250.000000000006,7250.000000000006,0.050000000000000044,0.042950000000000016,0,6227.750000000003,0,closed
5024521,125000,2021-10-01,518.62,0.02875,360,2021-10-01,0,125000.0,185898.13498832323,103.6275,103.59625,103.53375,103.565,103.65875,IN,St. Joseph   ,1,4,125000,2021-09-03,2021-10-01,2051-09-01,360,517.38,2.875,167853,3329.2500000000005,2262.5000000000005,1066.75,2,1,55,688,746,2,1,2.5,6250.0000000000055,2021-09-10 10:50:02.752,103.19,0.03190000000000004,6250.0000000000055,3987.500000000005,2262.5000000000005,6250.0000000000055,6250.0000000000055,0.050000000000000044,0.036587499999999974,1,4573.437499999996,0,closed
5024524,325000,2021-10-01,1359.72,0.0294,360,2021-11-01,1,324436.53,485993.1173522204,104.1275,104.09625,104.03375,104.065,104.03375,WA,Thurston    ,1,3,325000,2021-09-14,2021-10-01,2051-09-01,360,1356.4,2.94,411237,7823.830000000002,5882.500000000002,1941.33,2,1,97,3072,730,0,0,2.5,16250.000000000015,,103.19,0.03190000000000004,16250.000000000015,10367.500000000013,5882.500000000002,16250.000000000015,16250.000000000015,0.050000000000000044,0.04127499999999998,2,13414.374999999993,31,active
5024527,545000,2021-10-01,5075.99,0.0225,120,2021-10-01,0,545000.0,608428.3574201723,99.38,99.28625,99.28625,99.38,99.16125,CA,Los Angeles   ,1,3,545000,2021-08-28,2021-10-01,2031-09-01,120,5066.49,2.25,894763,29276.000000000076,27904.000000000073,1371.9999999999995,2,1,221,8472,725,1,0,2.0,27250.000000000025,2021-09-08 07:55:21.135,99.88,-0.0012000000000000899,27250.000000000025,-654.000000000049,27904.000000000073,27250.000000000025,27250.000000000025,0.050000000000000044,-0.0012000000000000454,4,-654.0000000000248,0,closed
5024529,105000,2021-10-01,486.28,0.0375,360,2021-10-01,0,105000.0,174077.06065705183,103.23875,103.23875,103.23875,103.27,103.2075,MO,St. Louis   ,1,3,105000,2021-09-13,2021-10-01,2051-09-01,360,484.76,3.75,140075,202.49000000001888,-808.4999999999809,1010.9899999999998,2,1,28,910,689,1,1,3.5,5250.000000000005,,105.77,0.05769999999999986,5250.000000000005,6058.499999999985,-808.4999999999809,5250.000000000005,5250.000000000005,0.050000000000000044,0.05769999999999996,4,6058.499999999995,0,closed
5024531,555000,2021-11-01,2048.62,0.0199,360,2021-11-01,0,555000.0,735300.0486362042,95.7625,95.79375,95.73125,95.79375,95.73125,MI,Oakland    ,0,2,555000,2021-09-16,2021-11-01,2051-10-01,360,2045.23,1.99,584211,41902.50000000001,41902.50000000001,0.0,2,1,478,13145,686,1,1,1.5,27750.000000000025,,97.45,-0.025499999999999967,27750.000000000025,-14152.499999999982,41902.50000000001,27750.000000000025,27750.000000000025,0.050000000000000044,-0.02549999999999997,4,-14152.499999999984,0,closed
5024533,315000,2021-10-01,1326.36,0.029900000000000003,360,2021-10-01,0,315000.0,475348.5525108158,102.565,102.47125,102.53375,102.565,102.40875,NY,Suffolk    ,1,3,315000,2021-09-07,2021-10-01,2051-09-01,360,1323.06,2.99,550989,7748.500000000002,5701.500000000002,2047.0,2,1,185,7246,738,1,1,2.5,15750.000000000015,2021-09-15 00:00:00.000,103.19,0.03190000000000004,15750.000000000015,10048.500000000013,5701.500000000002,15750.000000000015,15750.000000000015,0.050000000000000044,0.03189999999999998,4,10048.499999999993,0,closed
5024536,155000,2021-11-01,1443.63,0.0225,120,2021-11-01,0,155000.0,173039.2356215208,98.66125,98.72375,98.66125,98.755,98.4425,OH,Logan    ,1,3,155000,2021-09-15,2021-11-01,2031-10-01,120,1440.93,2.25,208362,10261.35000000002,7936.000000000021,2325.3500000000004,2,1,53,1811,697,0,0,2.0,7750.000000000007,,99.88,-0.0012000000000000899,7750.000000000007,-186.00000000001393,7936.000000000021,7750.000000000007,7750.000000000007,0.050000000000000044,-0.0012000000000000454,4,-186.00000000000705,0,closed
5024537,135000,2021-10-01,892.25,0.02375,180,2021-10-01,0,135000.0,160317.67811098357,100.8175,100.78625,100.72375,100.755,100.72375,NJ,Burlington    ,1,4,135000,2021-08-26,2021-10-01,2036-09-01,180,890.49,2.375,255006,8599.500000000018,6912.000000000018,1687.5,2,1,71,1835,737,1,1,2.0,6750.000000000006,2021-09-06 00:00:08.267,99.88,-0.0012000000000000899,6750.000000000006,-162.00000000001214,6912.000000000018,6750.000000000006,6750.000000000006,0.050000000000000044,0.008174999999999955,2,1103.6249999999939,0,closed
5024540,145000,2021-10-01,601.6,0.02875,360,2021-10-01,0,145000.0,215642.1233445977,102.2525,102.34625,102.22125,102.2525,102.28375,CT,Hartford    ,1,4,145000,2021-08-24,2021-10-01,2051-09-01,360,600.16,2.875,198359,3311.290000000001,2624.500000000001,686.79,2,1,64,1174,681,2,0,2.5,7250.000000000006,2021-09-06 20:17:37.492,103.19,0.03190000000000004,7250.000000000006,4625.5000000000055,2624.500000000001,7250.000000000006,7250.000000000006,0.050000000000000044,0.03189999999999998,4,4625.499999999996,0,closed
5024543,185000,2021-10-01,817.88,0.03375,360,2021-10-01,0,185000.0,292947.1329912236,103.6725,103.64125,103.57875,103.6725,103.57875,IA,Jefferson    ,1,2,185000,2021-08-30,2021-10-01,2051-09-01,360,815.59,3.375,190722,2649.000000000004,721.5000000000036,1927.5000000000005,2,1,47,1254,725,0,0,3.0,9250.00000000001,2021-09-10 07:00:41.945,104.61,0.04610000000000003,9250.00000000001,8528.500000000005,721.5000000000036,9250.00000000001,9250.00000000001,0.05000000000000005,0.046099999999999995,4,8528.5,0,closed
5024548,625000,2021-11-01,2763.11,0.03375,360,2021-11-01,0,625000.0,989686.9377407198,103.6725,103.76625,103.64125,103.6725,103.70375,MD,Anne Arundel   ,0,2,625000,2021-09-16,2021-11-01,2051-10-01,360,2755.36,3.375,657895,6146.040000000011,2437.500000000011,3708.54,2,1,170,5950,697,2,1,3.0,31250.00000000003,,104.61,0.04610000000000003,31250.00000000003,28812.50000000002,2437.500000000011,31250.00000000003,31250.00000000003,0.050000000000000044,0.046099999999999995,4,28812.499999999996,0,closed
5024550,155000,2021-10-01,849.96,0.02875,240,2021-11-01,1,154521.39416666667,202557.53365940598,100.8775,100.97125,100.84625,100.94,100.78375,NC,Johnston    ,1,4,155000,2021-09-14,2021-10-01,2041-09-01,240,847.93,2.875,272648,3926.420000000001,2805.500000000001,1120.92,2,1,73,1400,689,2,1,2.5,7750.000000000007,,103.19,0.03190000000000004,7750.000000000007,4944.500000000006,2805.500000000001,7750.000000000007,7750.000000000007,0.050000000000000044,0.03189999999999998,4,4944.499999999996,31,active
5024552,355000,2021-11-01,1472.87,0.02875,360,2021-11-01,0,355000.0,527946.8321319108,103.2325,103.32625,103.20125,103.2325,103.13875,AL,Madison    ,1,4,355000,2021-09-16,2021-11-01,2051-10-01,360,1469.35,2.875,739584,2946.499999999989,2946.499999999989,0.0,2,1,110,2475,697,2,1,2.5,17750.000000000015,,104.17,0.04170000000000007,17750.000000000015,14803.500000000025,2946.499999999989,17750.000000000015,17750.000000000015,0.050000000000000044,0.041700000000000015,4,14803.500000000005,0,closed
5024557,305000,2021-10-01,1235.47,0.0269,360,2021-10-01,0,305000.0,442974.4291663962,101.2175,101.18625,101.18625,101.2175,101.24875,CA,Solano    ,1,4,305000,2021-08-24,2021-10-01,2051-09-01,360,1232.71,2.69,640488,6513.160000000014,6008.500000000015,504.66,2,1,48,1920,681,2,1,2.0,15250.000000000013,2021-09-03 04:15:09.874,103.03,0.030299999999999994,15250.000000000013,9241.499999999998,6008.500000000015,15250.000000000013,15250.000000000013,0.050000000000000044,0.03030000000000001,4,9241.500000000004,0,closed
5024559,145000,2021-10-01,582.4,0.02625,360,2021-10-01,0,145000.0,208838.3356359657,98.38,98.41125,98.34875,98.41125,98.16125,MI,St. Clair   ,1,4,145000,2021-08-31,2021-10-01,2051-09-01,360,581.13,2.625,199067,7929.500000000019,7424.000000000019,505.5,2,1,71,1835,720,2,1,2.0,7250.000000000006,2021-09-10 15:01:10.177,99.88,-0.0012000000000000899,7250.000000000006,-174.00000000001305,7424.000000000019,7250.000000000006,7250.000000000006,0.050000000000000044,-0.0012000000000000454,4,-174.0000000000066,0,closed
5024564,245000,2021-10-01,1066.26,0.0325,360,2021-10-01,0,245000.0,381983.2330948946,105.485,105.51625,105.45375,105.45375,105.39125,TN,Sevier    ,1,3,245000,2021-08-28,2021-10-01,2051-09-01,360,1063.3799999999999,3.25,445455,3029.040000000004,955.5000000000036,2073.54,2,1,120,1900,709,2,1,3.0,12250.000000000011,2021-09-08 01:59:26.726,104.61,0.04610000000000003,12250.000000000011,11294.500000000007,955.5000000000036,12250.000000000011,12250.000000000011,0.050000000000000044,0.055162499999999996,3,13514.812499999998,0,closed
5024568,155000,2021-10-01,663.99,0.03125,360,2021-10-01,0,155000.0,237916.32683636478,103.17,103.20125,103.13875,103.20125,103.07625,MI,Oakland    ,1,3,155000,2021-09-01,2021-10-01,2051-09-01,360,662.26,3.125,276342,2496.2499999999964,1286.4999999999964,1209.75,2,1,57,1663,720,1,0,2.5,7750.000000000007,2021-09-13 13:02:46.584,104.17,0.04170000000000007,7750.000000000007,6463.500000000011,1286.4999999999964,7750.000000000007,7750.000000000007,0.050000000000000044,0.041700000000000015,4,6463.500000000003,0,closed
5024571,155000,2021-11-01,1033.53,0.025,180,2021-11-01,0,155000.0,185685.08864865487,103.3425,103.37375,103.24875,103.31125,103.18625,ID,Ada    ,1,3,155000,2021-09-15,2021-11-01,2036-10-01,180,1031.3799999999999,2.5,410814,4609.500000000008,3053.500000000008,1556.0,2,1,44,1394,730,1,0,2.0,7750.000000000007,,103.03,0.030299999999999994,7750.000000000007,4696.499999999999,3053.500000000008,7750.000000000007,7750.000000000007,0.050000000000000044,0.03373750000000001,3,5229.312500000002,0,closed
5024574,775000,2021-10-01,3319.91,0.03125,360,2021-10-01,0,775000.0,1189567.301657127,102.8775,102.90875,102.84625,102.8775,102.84625,WA,King    ,1,2,775000,2021-09-11,2021-10-01,2051-09-01,360,3311.2900000000004,3.125,1357982,14832.500000000007,14027.500000000007,805.0,2,1,285,9500,703,1,1,2.5,38750.00000000004,,103.19,0.03190000000000004,38750.00000000004,24722.50000000003,14027.500000000007,38750.00000000004,38225.69000000004,0.049323470967741985,0.03189999999999998,4,24722.49999999998,0,closed
5024578,125000,2021-10-01,544.01,0.0325,360,2021-10-01,0,125000.0,194889.3315288519,102.6725,102.64125,102.57875,102.6725,102.57875,MI,Wayne    ,1,2,125000,2021-09-01,2021-10-01,2051-09-01,360,542.54,3.25,138889,2504.150000000002,487.5000000000018,2016.65,0,1,87,3045,725,2,0,3.0,6250.0000000000055,2021-09-13 20:07:52.343,104.61,0.04610000000000003,6250.0000000000055,5762.500000000004,487.5000000000018,6250.0000000000055,6250.0000000000055,0.050000000000000044,0.046099999999999995,4,5762.499999999999,0,closed
5024579,395000,2021-11-01,1638.83,0.02875,360,2021-11-01,0,395000.0,587434.8088444598,100.19,100.22125,100.15875,100.2525,100.09625,NJ,Middlesex    ,1,2,395000,2021-09-15,2021-11-01,2051-10-01,360,1634.91,2.875,464706,11686.960000000005,7149.500000000002,4537.46,2,1,100,2500,689,2,0,2.5,19750.00000000002,,103.19,0.03190000000000004,19750.00000000002,12600.500000000016,7149.500000000002,19750.00000000002,19750.00000000002,0.050000000000000044,0.03189999999999998,4,12600.49999999999,0,closed
5024582,245000,2021-11-01,1016.49,0.02875,360,2021-11-01,0,245000.0,364358.48064918566,102.2525,102.15875,102.15875,102.22125,102.22125,WI,Jefferson    ,1,2,245000,2021-09-16,2021-11-01,2051-10-01,360,1014.06,2.875,415255,6683.000000000001,4434.500000000001,2248.5,2,1,115,1534,730,1,1,2.5,12250.000000000011,,103.19,0.03190000000000004,12250.000000000011,7815.50000000001,4434.500000000001,12250.000000000011,12250.000000000011,0.050000000000000044,0.03189999999999998,4,7815.4999999999945,0,closed
5024584,445000,2021-10-01,1922.05,0.0319,360,2021-10-01,0,445000.0,688628.5040401476,102.95125,103.01375,102.95125,102.95125,102.795,AZ,Yavapai    ,1,2,445000,2021-09-11,2021-10-01,2051-09-01,360,1916.95,3.19,556250,4530.499999999985,3693.4999999999854,837.0,2,1,72,2520,714,0,0,2.5,22250.00000000002,2021-09-20 00:00:00.000,104.17,0.04170000000000007,22250.00000000002,18556.500000000033,3693.4999999999854,22250.00000000002,22250.00000000002,0.05000000000000004,0.041700000000000015,4,18556.500000000007,0,closed
5024587,145000,2021-10-01,966.85,0.025,180,2021-10-01,0,145000.0,173705.28959967487,99.005,99.03625,98.91125,99.005,98.91125,FL,Sarasota    ,1,4,145000,2021-09-01,2021-10-01,2036-09-01,180,964.84,2.5,334487,8759.540000000019,7424.000000000019,1335.54,2,1,114,2375,725,1,1,2.0,7250.000000000006,2021-09-15 19:56:35.582,99.88,-0.0012000000000000899,7250.000000000006,-174.00000000001305,7424.000000000019,7250.000000000006,7250.000000000006,0.050000000000000044,-0.0012000000000000454,4,-174.0000000000066,0,closed
5024591,705000,2021-10-01,2968.51,0.029900000000000003,360,2021-10-01,0,705000.0,1063871.7479522014,102.65875,102.59625,102.59625,102.6275,102.5025,HI,Honolulu    ,1,2,705000,2021-09-01,2021-10-01,2051-09-01,360,2961.13,2.99,881250,17651.68,12760.5,4891.18,2,1,129,5268,709,0,1,2.5,35250.00000000003,2021-09-13 17:13:23.249,103.19,0.03190000000000004,35250.00000000003,22489.50000000003,12760.5,35250.00000000003,35250.00000000003,0.050000000000000044,0.03189999999999998,4,22489.499999999985,0,closed
5024593,85000,2021-11-01,791.67,0.0225,120,2021-11-01,0,85000.0,94892.71604530895,96.38,96.41125,96.41125,96.4425,96.34875,FL,Brevard    ,1,4,85000,2021-09-15,2021-11-01,2031-10-01,120,790.1899999999999,2.25,196215,5437.390000000011,4352.000000000011,1085.3900000000003,2,1,63,2258,689,2,1,2.0,4250.000000000004,,99.88,-0.0012000000000000899,4250.000000000004,-102.00000000000765,4352.000000000011,4250.000000000004,4250.000000000004,0.050000000000000044,-0.0012000000000000454,4,-102.00000000000387,0,closed
5024597,205000,2021-10-01,878.17,0.03125,360,2021-10-01,0,205000.0,314659.83032559295,103.34625,103.40875,103.34625,103.3775,103.2525,FL,Broward    ,1,3,205000,2021-08-25,2021-10-01,2051-09-01,360,875.89,3.125,440576,5133.080000000001,3710.500000000001,1422.58,2,1,70,1867,681,1,1,2.5,10250.00000000001,2021-09-08 08:56:36.234,103.19,0.03190000000000004,10250.00000000001,6539.500000000008,3710.500000000001,10250.00000000001,10250.00000000001,0.050000000000000044,0.03408749999999998,3,6987.937499999995,0,closed
5024602,165000,2021-11-01,1679.88,0.02125,108,2021-11-01,0,165000.0,181252.05764190227,102.52375,102.52375,102.46125,102.4925,102.43,MN,Hennepin    ,1,3,165000,2021-09-15,2021-11-01,2030-10-01,108,1676.91,2.125,303700,7773.499999999993,6715.499999999993,1058.0,2,1,73,1886,786,2,1,1.5,8250.000000000007,,100.93,0.009300000000000086,8250.000000000007,1534.500000000014,6715.499999999993,8250.000000000007,8250.000000000007,0.050000000000000044,0.02523750000000007,2,4164.187500000012,0,closed
5024605,75000,2021-10-01,603.4,0.025,144,2021-10-01,0,75000.0,86758.49346056303,103.2175,103.24875,103.12375,103.18625,103.18625,MO,Ozark    ,1,4,75000,2021-09-02,2021-10-01,2033-09-01,144,602.15,2.5,176016,3068.600000000004,1477.5000000000036,1591.1000000000004,2,1,36,1170,754,0,1,2.0,3750.000000000003,2021-09-15 19:35:43.434,103.03,0.030299999999999994,3750.000000000003,2272.4999999999995,1477.5000000000036,3750.000000000003,3750.000000000003,0.050000000000000044,0.03248750000000001,3,2436.562500000001,0,closed
5024610,105000,2021-10-01,456.97,0.0325,360,2021-10-01,0,105000.0,163707.61167761523,102.82875,102.82875,102.82875,102.82875,102.7975,IA,Johnson    ,1,2,105000,2021-09-13,2021-10-01,2051-09-01,360,455.74,3.25,131250,1305.0000000000018,409.5000000000018,895.5,2,1,198,4950,703,0,1,3.0,5250.000000000005,,104.61,0.04610000000000003,5250.000000000005,4840.500000000003,409.5000000000018,5250.000000000005,5250.000000000005,0.050000000000000044,0.046099999999999995,4,4840.499999999999,0,closed
5024615,435000,2021-10-01,1923.12,0.03375,360,2021-10-01,0,435000.0,688820.4753730155,102.95375,102.95375,102.89125,102.95375,102.86,CA,Los Angeles   ,1,3,435000,2021-09-01,2021-10-01,2051-09-01,360,1917.73,3.375,640649,3531.000000000004,1696.5000000000036,1834.5,2,1,80,3000,720,2,0,3.0,21750.00000000002,2021-09-09 09:32:44.415,104.61,0.04610000000000003,21750.00000000002,20053.500000000015,1696.5000000000036,21750.00000000002,21750.00000000002,0.050000000000000044,0.046099999999999995,4,20053.499999999996,0,closed
5024617,255000,2021-10-01,1127.35,0.03375,360,2021-10-01,0,255000.0,403792.67175827245,103.40625,103.46875,103.34375,103.40625,103.3125,MN,Ramsey    ,1,2,255000,2021-09-01,2021-10-01,2051-09-01,360,1124.19,3.375,268422,1926.75,0.0,1926.75,2,1,121,2219,720,1,1,3.0,12750.000000000011,2021-09-13 08:51:11.398,105.0,0.050000000000000044,12750.000000000011,12750.000000000011,0.0,12750.000000000011,12750.000000000011,0.050000000000000044,0.05,4,12750.0,0,closed
5024618,515000,2021-10-01,2342.94,0.02625,300,2021-10-01,0,515000.0,700573.0678984913,100.88,100.91125,100.78625,100.8175,100.78625,CA,Orange    ,1,4,515000,2021-09-09,2021-10-01,2046-09-01,300,2337.82,2.625,747786,27773.25000000007,26368.00000000007,1405.25,2,1,120,3500,768,1,0,2.0,25750.000000000022,,99.88,-0.0012000000000000899,25750.000000000022,-618.0000000000463,26368.00000000007,25750.000000000022,25750.000000000022,0.050000000000000044,0.009112499999999954,3,4692.937499999976,0,closed
5024621,375000,2021-10-01,1941.79,0.0225,240,2021-10-01,0,375000.0,464978.2551241872,98.1925,98.28625,98.16125,98.1925,98.22375,CA,El Dorado   ,1,3,375000,2021-09-01,2021-10-01,2041-09-01,240,1938.15,2.25,694445,19200.00000000005,19200.00000000005,0.0,2,1,324,4320,678,2,1,2.0,18750.00000000002,2021-09-13 09:09:24.387,99.88,-0.0012000000000000899,18750.00000000002,-450.0000000000337,19200.00000000005,18750.00000000002,18750.00000000002,0.05000000000000005,-0.0012000000000000454,4,-450.00000000001705,0,closed
5024626,105000,2021-10-01,428.66,0.0275,360,2021-10-01,0,105000.0,153681.03316840148,104.1275,104.09625,104.03375,104.065,104.03375,CA,Alameda    ,1,4,105000,2021-08-28,2021-10-01,2051-09-01,360,427.68,2.75,723639,2910.0000000000005,1900.5000000000005,1009.5,2,1,68,567,737,1,1,2.5,5250.000000000005,2021-09-09 14:43:43.365,103.19,0.03190000000000004,5250.000000000005,3349.500000000004,1900.5000000000005,5250.000000000005,5250.000000000005,0.050000000000000044,0.04127499999999998,2,4333.874999999998,0,closed
5024629,375000,2021-11-01,1362.75,0.01875,360,2021-11-01,0,375000.0,489208.9878928684,96.45,96.48125,96.41875,96.45,96.41875,CA,Riverside    ,1,4,375000,2021-09-17,2021-11-01,2051-10-01,360,1360.6299999999999,1.875,1209678,29694.500000000007,28312.500000000007,1382.0,0,1,364,10010,786,0,1,1.5,18750.00000000002,,97.45,-0.025499999999999967,18750.00000000002,-9562.499999999987,28312.500000000007,18750.000000000022,18750.000000000022,0.05000000000000006,-0.02549999999999997,4,-9562.499999999989,0,closed
5024632,75000,2021-10-01,315.8,0.029900000000000003,360,2021-10-01,0,75000.0,113178.22678828948,102.90875,102.90875,102.84625,102.94,102.815,TX,Bexar    ,1,4,75000,2021-09-02,2021-10-01,2051-09-01,360,315.02,2.99,150000,2527.75,1357.5,1170.25,2,1,114,3800,757,1,1,2.5,3750.000000000003,2021-09-15 21:35:19.792,103.19,0.03190000000000004,3750.000000000003,2392.500000000003,1357.5,3750.000000000003,3750.000000000003,0.050000000000000044,0.03189999999999998,4,2392.499999999998,0,closed
5024636,165000,2021-10-01,775.9,0.03875,360,2021-10-01,0,165000.0,277702.24464560376,106.0825,106.11375,105.98875,106.05125,105.92625,NC,Cabarrus    ,1,2,165000,2021-09-03,2021-10-01,2051-09-01,360,773.4,3.875,220000,681.6000000000286,-1270.499999999971,1952.0999999999995,1,4,94,1567,746,2,1,3.5,8250.000000000007,2021-09-13 14:09:49.715,105.77,0.05769999999999986,8250.000000000007,9520.499999999978,-1270.499999999971,8250.000000000007,8250.000000000007,0.050000000000000044,0.06113749999999996,3,10087.687499999995,0,closed
5024638,315000,2021-10-01,1306.92,0.02875,360,2021-10-01,0,315000.0,468462.4398961463,101.47125,101.53375,101.47125,101.47125,101.44,MA,Franklin    ,1,4,315000,2021-09-01,2021-10-01,2051-09-01,360,1303.79,2.875,395878,7060.500000000002,5701.500000000002,1359.0,2,1,270,4050,709,0,1,2.5,15750.000000000015,2021-09-13 02:34:10.217,103.19,0.03190000000000004,15750.000000000015,10048.500000000013,5701.500000000002,15750.000000000015,15750.000000000015,0.050000000000000044,0.03189999999999998,4,10048.499999999993,0,closed
5024640,115000,2021-10-01,508.42,0.03375,360,2021-10-01,0,115000.0,182105.1760104146,104.26625,104.32875,104.26625,104.2975,104.2975,PA,Clinton    ,1,4,115000,2021-08-25,2021-10-01,2051-09-01,360,506.99,3.375,144965,2244.2100000000023,448.5000000000018,1795.7100000000005,2,1,78,780,681,1,1,3.0,5750.0000000000055,2021-09-02 14:22:59.273,104.61,0.04610000000000003,5750.0000000000055,5301.500000000004,448.5000000000018,5750.0000000000055,5750.0000000000055,0.050000000000000044,0.046099999999999995,4,5301.499999999999,0,closed
5024642,625000,2021-11-01,2720.04,0.0325,360,2021-11-01,0,625000.0,974443.0751856369,105.61,105.64125,105.51625,105.5475,105.51625,CT,New Haven   ,0,3,625000,2021-09-16,2021-11-01,2051-10-01,360,2712.7000000000003,3.25,781250,5298.450000000011,2437.500000000011,2860.95,2,1,713,7725,730,2,1,3.0,31250.00000000003,,104.61,0.04610000000000003,31250.00000000003,28812.50000000002,2437.500000000011,31250.00000000003,31250.00000000003,0.050000000000000044,0.0564125,3,35257.8125,0,closed
5024644,275000,2021-10-01,1358.35,0.03375,300,2021-10-01,0,275000.0,405784.9809574504,104.39125,104.45375,104.32875,104.32875,104.4225,OR,Polk    ,1,3,275000,2021-09-11,2021-10-01,2046-09-01,300,1354.54,3.375,398551,3003.000000000004,1072.5000000000036,1930.5,2,1,90,2175,714,2,1,3.0,13750.000000000013,,104.61,0.04610000000000003,13750.000000000013,12677.50000000001,1072.5000000000036,13750.000000000013,13750.000000000013,0.050000000000000044,0.046099999999999995,4,12677.499999999998,0,closed
5024646,185000,2021-11-01,767.56,0.02875,360,2021-11-01,0,185000.0,275130.10005714657,102.69,102.72125,102.65875,102.69,102.59625,AL,Houston    ,1,3,185000,2021-09-16,2021-11-01,2051-10-01,360,765.72,2.875,313400,4408.000000000002,3348.500000000002,1059.5,2,1,52,1907,695,2,1,2.5,9250.00000000001,,103.19,0.03190000000000004,9250.00000000001,5901.500000000007,3348.500000000002,9250.00000000001,9250.00000000001,0.05000000000000005,0.03189999999999998,4,5901.499999999995,0,closed
5024651,185000,2021-10-01,778.98,0.029900000000000003,360,2021-10-01,0,185000.0,279175.3486495939,102.28375,102.34625,102.22125,102.2525,102.2525,AZ,Maricopa    ,1,2,185000,2021-09-13,2021-10-01,2051-09-01,360,777.04,2.99,385016,5238.500000000002,3348.500000000002,1890.0,2,1,100,1667,703,2,1,2.5,9250.00000000001,,103.19,0.03190000000000004,9250.00000000001,5901.500000000007,3348.500000000002,9250.00000000001,9250.00000000001,0.05000000000000005,0.03189999999999998,4,5901.499999999995,0,closed
5024652,285000,2021-10-01,1510.23,0.025,240,2021-10-01,0,285000.0,361546.8136523766,100.9675,100.93625,100.87375,100.905,100.93625,AL,Mobile    ,1,4,285000,2021-08-25,2021-10-01,2041-09-01,240,1507.09,2.5,356250,7426.500000000015,5614.500000000015,1812.0,2,1,105,3238,787,1,1,2.0,14250.000000000013,2021-09-01 00:00:00.000,103.03,0.030299999999999994,14250.000000000013,8635.499999999998,5614.500000000015,14250.000000000013,14250.000000000013,0.050000000000000044,0.03030000000000001,4,8635.500000000004,0,closed
5024657,85000,2021-10-01,369.93,0.0325,360,2021-10-01,0,85000.0,132525.89182637853,103.28125,103.34375,103.28125,103.375,103.1875,IN,St. Joseph   ,1,4,85000,2021-09-01,2021-10-01,2051-09-01,360,368.93,3.25,106277,1024.5,0.0,1024.5,2,1,26,607,671,0,0,3.0,4250.000000000004,2021-09-09 23:59:10.861,105.0,0.050000000000000044,4250.000000000004,4250.000000000004,0.0,4250.000000000004,4250.000000000004,0.050000000000000044,0.05,4,4250.0,0,closed
5024660,415000,2021-10-01,1806.11,0.0325,360,2021-10-01,0,415000.0,647031.434289029,104.0,104.03125,103.96875,104.0,103.96875,DE,New Castle   ,1,2,415000,2021-09-09,2021-10-01,2051-09-01,360,1801.23,3.25,436843,3134.8,0.0,3134.8,2,1,117,4388,768,2,1,3.0,20750.00000000002,,105.0,0.050000000000000044,20750.00000000002,20750.00000000002,0.0,20750.00000000002,20750.00000000002,0.050000000000000044,0.05,4,20750.0,0,closed
5024662,125000,2021-11-01,840.87,0.02625,180,2021-11-01,0,125000.0,151057.35847933052,103.655,103.56125,103.62375,103.655,103.49875,FL,Polk    ,1,3,125000,2021-09-16,2021-11-01,2036-10-01,180,839.03,2.625,210014,4336.500000000006,2462.5000000000064,1874.0,2,1,98,1062,730,2,1,2.0,6250.0000000000055,,103.03,0.030299999999999994,6250.0000000000055,3787.499999999999,2462.5000000000064,6250.0000000000055,6250.0000000000055,0.050000000000000044,0.03655000000000001,2,4568.750000000002,0,closed
5024664,285000,2021-10-01,1182.45,0.02875,360,2021-10-01,0,285000.0,423846.45736173465,103.1075,103.07625,103.07625,103.1075,103.07625,NJ,Ocean    ,1,3,285000,2021-09-03,2021-10-01,2051-09-01,360,1179.62,2.875,486432,4748.999999999993,2365.4999999999927,2383.5,2,1,112,3080,746,1,1,2.5,14250.000000000013,2021-09-10 12:33:42.835,104.17,0.04170000000000007,14250.000000000013,11884.50000000002,2365.4999999999927,14250.000000000013,14250.000000000013,0.050000000000000044,0.041700000000000015,4,11884.500000000004,0,closed
